Strong's #	,Grk/Heb	English	SVD	Text
H5838x	עֲזַרְיָה, עֲזַרְיָ֫הוּ	Azariah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5838X	עֲזַרְיָה	Azariah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5838y	עֲזַרְיָה	Azariah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5838Y	עֲזַרְיָה	Azariah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5838z	עֲזַרְיָ֫הוּ	Ahaziah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5838Z	עֲזַרְיָה	Azariah	عَزَرْيَا	"رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ § عزريا = ""أعان الرب"" 1) ابن ملك أمصيا ملك يهوذا وملك يهوذا نفسه لمدة 52 سنة؛ وأيضًا ""عزيا"" 2) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين طرحوا في أتون النار لرفضهم السجود لتمثال نبوخذنصر المنحوت والذين أنقذهم ملاك الرب 2أ) أيضًا ""عبدنغو"" (H5664Aو H5665) 3) ابن ناثان وزعيم لسليمان. ربما حفيد داود وابن أخ سليمان 4) نبي في أيام ملك آسا ملك يهوذا 5) ابن يهوشافاط ملك يهوذا وأخ ل5 6) ابن آخر لملك يهوشافاط ملك يهوذا وأخ ل4 7) كاهن ابن أخيمعص حفيد صادوق ورئيس الكهنة في عهد الملك سليمان 8) رئيس الكهنة في عهد عزيا ملك يهوذا 9) كاهن ختم العهد مع نحميا. ربما هو نفسه 18 10) لاوي قهاتي والد يوئيل في عهد حزقيا ملك يهوذا 11) لاوي مراري بن يهليلئيل في عهد حزقيا ملك يهوذا 12) لاوي قهاتي ابن صفنيا جد صموئيل النبي 13) لاوي ساعد عزرا في تعليم الشعب الشريعة 14) ابن يروحام أحد رؤساء هيكل يهوذا في زمن الملكة عثليا. ربما هو نفسه 21 15) ابن معسيا الذي رمم جزءًا من سور أورشليم في زمن نحميا 16) أحد القادة الذين عادوا من بابل مع زربابل 17) رجل ساعد في تدشين سور أورشليم في زمن نحميا. ربما هو نفسه 10 18) ابن يوحانان أحد قواد أفرايم في عهد آحاز ملك يهوذا 19) يهودي بن إيثان من بني زارح 20) يهودي بن ياهو من عشيرة يهوذا واليرحمئيليون من جرحا عبد شيشان المصري. يحتمل أنه أحد رؤساء الملكة عثليا 15 21) كاهن ابن حلقيا 22) كاهن ابن يوحانان 23) ابن يهورام ملك يهوذا. ربما خطأ كتابي لـ 'أخزيا' 24) ابن مرايوث 25) ابن هوشعيا وأحد الرجال المتكبرين الذين واجهوا إرميا"
H5839 	עֲזַרְיָה	Azariah	عَزَرْيَا	" رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في دان ١: ٦؛ ويدعى أيضاً ""عبدنغو"" في دان ٢:​ ٤٩؛ 3.12،13،14،16،19،20،22،23،26،28،29،30 ؛ الآرامية a.zar.yah (عَزَرِيا H5838Z) § أزاريا = ""ساعد يهوه"" 1) الصديق التقي لدانيال الذي أعاد نبوخذنصر تسميته إلى عبدنغو؛ أحد الأصدقاء الثلاثة الذين رفضوا مع دانيال أن يتنجسوا بتناول طعام من مائدة الملك يتعارض مع قوانين الطعام التي أعطاها الله لليهود؛ وأيضًا أحد الثلاثة الذين ألقيوا في أتون النار لرفضهم السجود لتمثال منحوت لنبوخذنصر والذين أنقذهم ملاك الرب 1أ) أيضًا ""عبدنغو"" (H5664Aو H5665)."
H5840G	עַזְרִיקָם	Azrikam	عَزْرِيقَام	"رجل يعيش في زمن الملكية المنقسمة، مذكور فقط في ٢أخ ٢٨:​ ٧ § عزريقام = ""مساعدة ضد العدو"" 1) ابن نيريا ومن نسل زربابل من سلالة يهوذا الملكية 2) بنياميني، الابن الأكبر لآصيل ومن نسل شاول 3) لاوي وهو جد شمعيا في زمن نحميا 4) حاكم قصر ملك آحاز ملك يهوذا وضحية القتل على يد زكري"
H5840H	עַזְרִיקָם	Azrikam	عَزْرِيقَام	"رجل يعيش في زمن الملكية المنقسمة، مذكور فقط في ٢أخ ٢٨:​ ٧ § عزريقام = ""مساعدة ضد العدو"" 1) ابن نيريا ومن نسل زربابل من سلالة يهوذا الملكية 2) بنياميني، الابن الأكبر لآصيل ومن نسل شاول 3) لاوي وهو جد شمعيا في زمن نحميا 4) حاكم قصر ملك آحاز ملك يهوذا وضحية القتل على يد زكري"
H5840I	עַזְרִיקָם	Azrikam	عَزْرِيقَام	"رجل يعيش في زمن الملكية المنقسمة، مذكور فقط في ٢أخ ٢٨:​ ٧ § عزريقام = ""مساعدة ضد العدو"" 1) ابن نيريا ومن نسل زربابل من سلالة يهوذا الملكية 2) بنياميني، الابن الأكبر لآصيل ومن نسل شاول 3) لاوي وهو جد شمعيا في زمن نحميا 4) حاكم قصر ملك آحاز ملك يهوذا وضحية القتل على يد زكري"
H5840J	עַזְרִיקָם	Azrikam	عَزْرِيقَام	"رجل يعيش في زمن الملكية المنقسمة، مذكور فقط في ٢أخ ٢٨:​ ٧ § عزريقام = ""مساعدة ضد العدو"" 1) ابن نيريا ومن نسل زربابل من سلالة يهوذا الملكية 2) بنياميني، الابن الأكبر لآصيل ومن نسل شاول 3) لاوي وهو جد شمعيا في زمن نحميا 4) حاكم قصر ملك آحاز ملك يهوذا وضحية القتل على يد زكري"
H5851 	עֲטָרָה	Atarah	عَطَارَة	" امرأة من سبط يهوذا تعيش في زمن الملكية المتحدة، مذكورة فقط في ١ اخ ٢:٢٦؛ متزوج من يرحمئيل (H3396)؛ والدة: أونام (H0208H) § عطارة = ""تاج"" زوجة يرحمئيل وأم أونام"
H5852G	עֲטָרוֹת	Ataroth	عَطَارُوت	" § عطاروت = ""تيجان"" مكان على تخم أفرايم ومنسى بين أفرايم وبنيامين."
H5852H	עֲטָרוֹת	Ataroth	عَطَارُوت	" § عطاروت = ""تيجان"" مكان على تخم أفرايم ومنسى بين أفرايم وبنيامين."
H5853 	עַטְרוֹת אַדָּר	Ataroth-addar	 عَطَارُوتِ إِدَّار	" § عطاروت أدار أو عطاروث أدار = ""تيجان المجد"" مدينة جاديت على الحدود الغربية لبنيامين"
H5854 	עַטְרוֹת בֵּית יוֹאָב	Atroth-beth-joab	عَطْرُوتُ بَيْتِ يُوآب	" § عطاروث = ""تيجان"" بيت يوآب، مكان في يهوذا"
H5855 	עַטְרוֹת שׁוֹפָן	Atroth-shophan	عَطْرُوتَ شُوفَان	" § ""عتروت-شوبان"" = ""تيجان سلبهم"" مدينة في إقليم جاد"
H5857G	עַי	Ai	عَاي	" § عاي أو عياة أو عياتة أو حاي = ""كومة خرائب"" مدينة بني عمون شرقي الأردن ويبدو أنها ملحقة بحشبون"
H5857H	עַי	Ai	عَاي	" § عاي أو عياة أو عياتة أو حاي = ""كومة خرائب"" مدينة بني عمون شرقي الأردن ويبدو أنها ملحقة بحشبون"
H5858A	עֵיבָל	Obal	عِيبَال	" § عيبال = ""الحجر"" أو ""الجبل الأجرد"" جبل اللعنة شمال شكيم ومقابل جبل جرزيم"
H5858B	עֵיבָל	Ebal	عِيبَال	" § عيبال = ""الحجر"" أو ""الجبل الأجرد"" جبل اللعنة شمال شكيم ومقابل جبل جرزيم"
H5858C	עֵיבָל	(Mount) Ebal	عِيبَال	" § عيبال = ""الحجر"" أو ""الجبل الأجرد"" جبل اللعنة شمال شكيم ومقابل جبل جرزيم"
H5862G	עֵיטָם	Etam	عِيطَم	" § عيتام = ""مخبأ الوحوش"" مدينة في يهوذا محصنة ومحصنة من قبل ملك يهوذا رحبعام وتقع بين بيت لحم وتقوع."
H5862H	עֵיטָם	Etam	عِيطَم	" § عيتام = ""مخبأ الوحوش"" مدينة في يهوذا محصنة ومحصنة من قبل ملك يهوذا رحبعام وتقع بين بيت لحم وتقوع."
H5862I	עֵיטָם	Etam	عِيطَم	" § عيتام = ""مخبأ الوحوش"" مدينة في يهوذا محصنة ومحصنة من قبل ملك يهوذا رحبعام وتقع بين بيت لحم وتقوع."
H5863 	עִיֵּי הָעֲבָרִים	Iye-abarim	 عَيِّي عَبَارِيم	" § ije-abarim = ""خرائب عباريم"" محطة لإسرائيل في البرية على الجانب الجنوبي الشرقي من موآب"
H5864G	עִיִּים	Iyim	 عَيِّيم	" § iim = ""أطلال"" مدينة في يهوذا"
H5864H	עִיִּים	Iim	 عَيِّيم	" § iim = ""أطلال"" مدينة في يهوذا"
H5866 	עִילַי	Ilai	عِيلاَي	" رجل يعيش في زمن الملكية المتحدة، ورد ذكره لأول مرة في 2 صم ٢٣:​٢٨؛ ويُدعى أيضًا إيلاي في 1 أي ١١:​ ٢٩؛ another name of tsal.mon (צַלְמוֹן ""zalmon"" H6756B) § ilai = ""exalted"" an ahohite, one of david's mighty warriors"
H5867A	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867B	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867C	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867G	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867H	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867I	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5867J	עֵילָם	Elam	عِيلاَم	"رجل يعيش في زمن السبي والعودة، مذكور فقط في نحميا ١٢:​ ٤٢ § عيلام = ""الأبدية"" ذكر يعيش في زمن الآباء الأولين (المرجع: تك ١٠:​ ٢٢؛ المرجع: 1 أي ١:​ ١٧)"
H5871G	עַ֫יִן	Ain	عَيْن	"عين = ""نبع"" إحدى مدن أقصى جنوب يهوذا في النقب والمخصصة لسبط شمعون وأعطيت للكهنة واسمها أيضًا: en rim.mon (عَين rim.mon (عَين rimon (عَين ريمون H5884)"
H5871H	עַ֫יִן	Ain	عَيْن	"عين = ""نبع"" إحدى مدن أقصى جنوب يهوذا في النقب والمخصصة لسبط شمعون وأعطيت للكهنة واسمها أيضًا: en rim.mon (عَين rim.mon (عَين rimon (عَين ريمون H5884)"
H5872 	עֵין גֶּ֫דִי	Engedi	عَيْنُ جَدْي	"en-gedi = ""ينبوع الجدي"" مدينة في برية يهوذا على الشاطئ الغربي للبحر الميت واسمها أيضًا: chats.tson ta.mar (تحديث ""hazazon-tamar"" H2688)"
H5873G	עֵין גַּנִּים	En-gannim	عَيْنُ جَنِّيم	"عين جنيم = ""ينبوع الجنة"" مدينة على حدود يساكر ومخصصة للاويين الجرشونيين واسمها أيضًا: a.nem (عَنِمْ ""anem"" H6046)"
H5873H	עֵין גַּנִּים	En-gannim	عَيْنُ جَنِّيم	"عين جنيم = ""ينبوع الجنة"" مدينة على حدود يساكر ومخصصة للاويين الجرشونيين واسمها أيضًا: a.nem (عَنِمْ ""anem"" H6046)"
H5874 	עֵין־דֹּר	En-dor	عَيْنِ دُوَر	" § en-dor = ""ينبوع دور"" مكان في أراضي يساكر لا يزال يملكه منسى؛ تقع على بعد 4 أميال (6.5 كم) شمال تابور، مكان إقامة الروحاني الذي استشاره الملك شاول"
H5875 	עֵין הַקּוֹרֵא	En-hakkore	عَيْنَ هَقُّورِي	"§ en-hakkore = ""نبع الدعوة"" الينبوع الذي جلبه الرب استجابة لشكوى شمشون من العطش بعد أن قتل للتو 1000 رجل بفك حمار."
H5876 	עֵין חַדָּה	En-haddah	عَيْنِ حَدَّة	" § الحدة = ""النبع السريع"" إحدى المدن الواقعة على حدود يساكر"
H5877 	עֵין חָצוֹר	En-hazor	عَيْنُ حَاصُور	" § عين حاصور = ""نبع حاصور"" إحدى المدن المسورة في أراضي نفتالي"
H5878 	עֵין חֲרֹד	Harod	عَيْنِ حَرُود	" § عين حرود = ""عين هيرودس"" مكان تخييم جدعون وإسرائيل بالقرب من تل مورة"
H5879G	עֵינָם	Enaim	عَيْنَايِم	" § عينام = ""النبع المزدوج"" مدينة في سهل يهوذا"
H5879H	עֵינָם	Enam	عَيْنَايِم	" § عينام = ""النبع المزدوج"" مدينة في سهل يهوذا"
H5880 	עֵין מִשְׁפָּט	En-mishpat	عَيْنِ مِشْفَاط	"en-mishpat = ""نبع القيامة"" مكان بالقرب من جنوب فلسطين متزامن أو نفس مكان قادش، اسم آخر لـ qa.desh ( कامية ""قادش"" H6946G)"
H5881 	עֵינָן	Enan	عِينَن	" رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في عدد ١: ١٥؛ والد: أخيرا (H0299) § عنان = ""ذو عيون"" أمير من سبط نفتالي في الإحصاء في جبل سيناء"
H5882 	עֵין עֶגְלַ֫יִם	Eneglaim	عَيْنِ عِجْلاَيِم	" § en-eglaim = ""ينبوع العجلين"" مكان على البحر الميت؛ الموقع غير مؤكد"
H5883 	עֵין רֹגֵל	En-rogel	 عَيْنِ رُوجَل	" § en-rogel = ""ينبوع القصار"" مكان قريب من أورشليم على الحدود بين يهوذا وبنيامين ومنه يأتي المنبع الدائم لبركة سلوام"
H5884 	עֵין רִמּוֹן	En-rimmon	 عَيْنِ رِمُّون	"عين رمون = ""ينبوع الرمان"" أحد الأماكن التي أعاد المنفيون العائدون سكنها في يهوذا، اسم آخر لعين ( عَين ""عين"" H5871H)"
H5885 	עֵין שֶׁ֫מֶשׁ	En-shemesh	 عَيْنِ شَمْس	" § عين شمس = ""ينبوع الشمس"" نبع على حدود يهوذا جنوبا وبنيامين شمالا"
H5887 	עֵין תַּפּוּחַ	En-tappuah	عَيْنِ تَفُّوح	" en-tappuah = ""ينبوع مدينة التفاح"" مكان على الحدود بين أفرايم ومنسى، اسم آخر لـ tap.pu.ach (ترجمان ""tappuah"" H8599B)"
H5891G	עֵיפָה	Ephah	عِيفَة	" § عيفة = ""كئيب"" مكان مرتبط بسبأ ومديان"
H5891H	עֵיפָה	Ephah	عِيفَة	" § عيفة = ""كئيب"" مكان مرتبط بسبأ ومديان"
H5891I	עֵיפָה	Ephah	عِيفَة	" § عيفة = ""كئيب"" مكان مرتبط بسبأ ومديان"
H5891J	עֵיפָה	Ephah	عِيفَة	" § عيفة = ""كئيب"" مكان مرتبط بسبأ ومديان"
H5892A	עִיר	excitement	مَدِينَة	"#رجل من سبط يهوذا يعيش في زمن الملكية المنقسمة، مذكور فقط في ١ اخ ٤:١٢؛ ابن: طحينة (H8468)"
