Strong's #	,Grk/Heb	English	SVD	Text
H6629H	צֹאן	Sheep (Gate)	غَنَم	هذا الاسم يعني الأغنام والماعز ويُسمى أيضًا: بروباتيكوس (προβατικός بوابة الأغنامG4262)
H6630 	צַאֲנָן	Zaanan	 صَانَان	§ صعنان = أشارإلى بلدة في منخفض يهوذا
H6636 	צְבֹיִים	Zeboiim	صَبُويِيم	§ صبوئيم أو صبوييم = الغزلانإحدى المدن الخمس في السهل والتي شملت سدوم وعمورة
H6637 	צֹבֵבָה	Zobebah	هَصُوبِيبَة	رجل من سبط يهوذا عاش في زمن المملكة المنقسمة، ورد ذكره فقط في ١أخ ٤:​٨؛ ابن: كوز (H6976)؛ أخو: أنوب (H6036) وهاروم (H2037) § زبيبة = البطيءابن كوز من سبط يهوذا
H6644 	צִבְיָא	Zibia	ظِبْيَا	رجل من سبط بنيامين عاش في زمن المملكة المنقسمة، ورد ذكره فقط في ١أخ ٨:​٩؛ ابن: شهريم (H7842) وهوديش (H2321)؛ أخو: جوباب (H3103J)، ميشع (H4331)، مالكام (H4445A)، جيوز (H3263)، ساشيا (H7634)، ميرماه (H4821)، أبيطوب (H0036) وإلبال (H0508) § زيبيا = بطارخبنياميني ، ابن شهرايم من زوجة هوديش
H6645 	צִבְיָה	Zibiah	ظَبْيَة	امرأة تعيش في زمن المملكة المنقسمة، مذكورة لأول مرة في ٢مل ١٢:​١؛ متزوج من أخزيا (H0274H)؛ والدة: يوآش (H3101I) § زيبيا = بطارخمن مواليد بئر سبع، زوجة الملك أخزيا وأم الملك يوآش كلاهما من يهوذا
H6649G	צִבְעוֹן	Zibeon	صِبْعُون	رجل عاش في زمن الآباء، ورد ذكره لأول مرة في تك ٣٦:​٢٠؛ ابن: سعير (H8165B)؛ أخو: لوطان (H3877)، شوبال (H7732)، عنى (H6034G)، ديشون (H1787)، عازر (H0687)، ديشان (H1789)، تمناع (H8555G)؛ والد: آية (H0345)، عنى (H6034I) § صبعون = ملون1) والد عنى، الذي تزوجت ابنته أهوليبامة من عيسو   (٢) ابن سعير الحوري   (٢-أ) ربما نفس 1
H6649H	צִבְעוֹן	Zibeon	صِبْعُون	رجل عاش في زمن الآباء، ورد ذكره لأول مرة في تك ٣٦:​٢٠؛ ابن: سعير (H8165B)؛ أخو: لوطان (H3877)، شوبال (H7732)، عنى (H6034G)، ديشون (H1787)، عازر (H0687)، ديشان (H1789)، تمناع (H8555G)؛ والد: آية (H0345)، عنى (H6034I) § صبعون = ملون1) والد عنى، الذي تزوجت ابنته أهوليبامة من عيسو   (٢) ابن سعير الحوري   (٢-أ) ربما نفس 1
H6650G	צְבֹעִים	Zeboim	صَبُوعِيم	جنبا إلى جنب مع مثلي الجنس ( प्र्ती हिन्य واديH1516I) § زبويم = مدينة مرقطةوالوادي المحيط بها في بنيامين بين أريحا والقدس
H6650H	צְבֹעִים	(Valley of) Zeboim	صَبُوعِيم	جنبا إلى جنب مع مثلي الجنس ( प्र्ती हिन्य واديH1516I) § زبويم = مدينة مرقطةوالوادي المحيط بها في بنيامين بين أريحا والقدس
H6657 	צְדָד	Zedad	 صَدَد	§ زاد = جانب الجبلأحد معالم الحدود الشمالية لإسرائيل كما وعد موسى وأعاد حزقيال قوله
H6659G	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659H	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659I	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659J	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659K	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659L	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6659M	צָדוֹק	Zadok	صَادُوق	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١٣:​١٣ § صادوق = بار1) رئيس الكهنة، ابن أخيطوب من بيت العازار بن هارون، والحادي عشر في النسب من هارون؛ انضم إلى داود بعد موت شاول وسانده ضد أبشالوم وأدونيا. ومسح سليمان ملكا.   (٢) كاهن ابن مرايوث ابي مشلام من بيت اخيطوب. يبدو أنه ابن أخ   (١- ​​٣) والد يروشا زوجة الملك عزيا وأم الملك يوثام ملك يهوذا   (٤) ابن بعنا ومصلح سور أورشليم في زمن نحميا   (٥) ابن إمير ومصلح السور من أورشليم في زمن نحميا   (٦) رئيس للشعب في زمن نحميا   (٧) كاتب عينه نحميا أحد أمناء الخزنة   (٨) محارب شجاع من سبط بنيامين انضم إلى داود في حبرون. نفس 1؟
H6661 	צִדִּים	Ziddim	الصِّدِّيم	§ صديم = المنحدراتمدينة محصنة في أراضي نفتالي
H6664G	צֶ֫דֶק	righteousness	الْبِرّ	هذا الاسم يعني العدل والبر، واسم آخر لـ ye.ho.vah (YOHUE الربH3068G)
H6664H	צֶ֫דֶק	Righteousness	الْبِرّ	هذا الاسم يعني العدل والبر، واسم آخر لـ ye.ho.vah (YOHUE الربH3068G)
H6667G	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6667H	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6667I	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6667J	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6667K	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6667L	צִדְקִיָּ֫הוּ	Zedekiah	صِدْقِيَّا	رجل عاش في زمن المملكة المنقسمة، ورد ذكره فقط في إر ٣٦:​١٢؛ ابن: حننيا (H2608M) § صدقيا = الرب بار1) آخر ملوك يهوذا أعيد تسميته من متانياعلى يد نبوخذنصر؛ ابن يوشيا من زوجة حموتال؛ وضعه نبوخذنصر على العرش عندما حمل ابن أخيه يهوياقيم في السبي   (٢) النبي الكذاب في بلاط الملك آخاب ملك مملكة إسرائيل الشمالية   (٣) ابن معسيا النبي الكذاب في بابل   (٤) ابن حننيا أحد الملوك أمراء يهوذا في زمن إرميا   (٥) الكاهن الذي ختم العهد مع نحميا   (٦) ابن يهوياقيم ملك يهوذا
H6678G	צוֹבָא	Zobah	 صُوبَة	صوبا أو صوبة = محطةاسم جزء من سوريا الذي شكل مملكة منفصلة في زمن شاول وداود وسليمان؛ located northeast of Damascus Another name of tso.va (צוֹבָא ZobahH6678G)
H6678H	צוֹבָא	Zobah	 صُوبَة	صوبا أو صوبة = محطةاسم جزء من سوريا الذي شكل مملكة منفصلة في زمن شاول وداود وسليمان؛ located northeast of Damascus Another name of tso.va (צוֹבָא ZobahH6678G)
H6686 	צוּעָר	Zuar	صُوغَر	رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في عد ١:​٨؛ والد: نثنائيل (H5417) § صوَر = صغاروالد نثنائيل، رئيس سبط يساكر وقت الخروج ومساعد موسى
H6689G	צוּף	Zuph	صُوف	§ صوف أو صوفاي = العسلمنطقة شمال غرب القدس حيث التقى شاول مع صموئيل
H6689H	צוּף	Zuph	صُوف	§ صوف أو صوفاي = العسلمنطقة شمال غرب القدس حيث التقى شاول مع صموئيل
H6690 	צוֹפַח	Zophah	صُوفَح	رجل من سبط أشير عاش في زمن المملكة المنقسمة، ورد ذكره لأول مرة في ١أخ ٧:​٣٥؛ ابن: حوثام (H2369)؛ أخو: إمنا (H3234)، شيلش (H8028) وأمل (H6000)؛ والد: سواه (هـ5477)، هرنبر (H2774)، شوال (H7777B)، بيري (هـ1275)، إمراح (H3236)، باصر (هـ1221هـ)، هود (H1936)، شما (H8037Gـ)، شلشاه (H8030)، إيثران (H8030). H3506H) والبيرة (H0878) § صوفة = كروزأشيري، ابن حلم وأب سواة، وحارنفر، وشوال، وبري، وعمرة
H6691 	צוֹפַר	Zophar	صُوفَر	رجل عاش في زمن الآباء، تم ذكره لأول مرة في أي ٢:​١١ § صوفر = العصفورالصديق الثالث لأيوب
H6698G	צוּר	Zur	صُور	رجل من سبط بنيامين يعيش في زمن المملكة المتحدة، ذُكر لأول مرة في ١أخ ٨:​٣٠؛ ابن: أبيئيل (H0022) ومعكة (H4601N)؛ أخو: كيش (H7027)، نير (H5369)، عبدون (H5658ي)، بعل (H1168B)، ناداب (H5070ي)، جدور ( ه 1446 ط)، أخيو ( ه 0283 ط)، زخر ( ه 2144) ومقلوث ( ه 4732) § تسور = صخرة1) والد كوزبي وأحد أمراء مديان الخمسة الذين قُتلوا عندما سقط بلعام   (٢) ابن يحيئيل، الأب أو زعيم جبعون
H6698H	צוּר	Zur	صُور	رجل من سبط بنيامين يعيش في زمن المملكة المتحدة، ذُكر لأول مرة في ١أخ ٨:​٣٠؛ ابن: أبيئيل (H0022) ومعكة (H4601N)؛ أخو: كيش (H7027)، نير (H5369)، عبدون (H5658ي)، بعل (H1168B)، ناداب (H5070ي)، جدور ( ه 1446 ط)، أخيو ( ه 0283 ط)، زخر ( ه 2144) ومقلوث ( ه 4732) § تسور = صخرة1) والد كوزبي وأحد أمراء مديان الخمسة الذين قُتلوا عندما سقط بلعام   (٢) ابن يحيئيل، الأب أو زعيم جبعون
H6698I	צוּר	Zur	صُور	رجل من سبط بنيامين يعيش في زمن المملكة المتحدة، ذُكر لأول مرة في ١أخ ٨:​٣٠؛ ابن: أبيئيل (H0022) ومعكة (H4601N)؛ أخو: كيش (H7027)، نير (H5369)، عبدون (H5658ي)، بعل (H1168B)، ناداب (H5070ي)، جدور ( ه 1446 ط)، أخيو ( ه 0283 ط)، زخر ( ه 2144) ومقلوث ( ه 4732) § تسور = صخرة1) والد كوزبي وأحد أمراء مديان الخمسة الذين قُتلوا عندما سقط بلعام   (٢) ابن يحيئيل، الأب أو زعيم جبعون
H6700 	צוּרִיאֵל	Zuriel	صُورِيئِيل	رجل عاش في زمن مصر والبرية، مذكور فقط في عد ٣:​٣٥؛ ابن: أبيجايل (H0032) § صوريئيل = صخرتي هي اللهابن أبيجايل ورئيس اللاويين المراريين في وقت الخروج
H6701 	צוּרִישַׁדָּ֑י	Zurishaddai	صُورِيشَدَّاي	رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في عد ١:​٦؛ والد: شلوميئيل (H8017) § Zurishaddai = صخرتي قديرةوالد شلوميئيل، رئيس الشمعونيين في وقت الخروج
H6713 	צַ֫חַר	Sahar	الأَبْيَض	هذا الاسم يعني اللون الرمادي المحمر، أسمر مصفر
H6714G	צֹ֫חַר	Zohar	صُوحَر	رجل من سبط شمعون يعيش في زمن مصر والبرية، ورد ذكره لأول مرة في تك ٤٦:​١٠؛ ابن: سمعان (H8095)؛ أخو: جيموئيل (H3223)، يامين (H3226)، أوهاد (H0161)، ياكين (H3199) وشاول (H7586H)؛ ويُدعى أيضًا زارح في عد ٢٦:​١٣،   (٢٠-؛)2x27.11,13؛ اسم آخر لـ ze.rach (‹Zerah› H2226L) § Zohar = «أصفر»   (١) يهودي، ابن آشور من زوجة هالة   (٢) والد عفرون الحثي   (٣) أحد أبناء شمعون؛ أيضًا
H6714H	צֹ֫חַר	Zohar	صُوحَر	رجل من سبط شمعون يعيش في زمن مصر والبرية، ورد ذكره لأول مرة في تك ٤٦:​١٠؛ ابن: سمعان (H8095)؛ أخو: جيموئيل (H3223)، يامين (H3226)، أوهاد (H0161)، ياكين (H3199) وشاول (H7586H)؛ ويُدعى أيضًا زارح في عد ٢٦:​١٣،   (٢٠-؛)2x27.11,13؛ اسم آخر لـ ze.rach (‹Zerah› H2226L) § Zohar = «أصفر»   (١) يهودي، ابن آشور من زوجة هالة   (٢) والد عفرون الحثي   (٣) أحد أبناء شمعون؛ أيضًا
H6717 	צִיבָא	Ziba	صِيبَا	رجل عاش في زمن المملكة المتحدة، ذُكر لأول مرة في ٢صم ٩:​٢ § صيبا = تمثالخادم شاول الذي عينه داود وكيلًا على مفيبوشث ابن يوناثان.
H6721G	צִידוֹן	Sidon	صَيْدُون	Sidon = huntingancient Phoenician city, on Mediterranean coast north of Tyre Another name of tsi.don (צִידוֹן SidonH6721H)
H6721H	צִידוֹן	Sidon	صَيْدُون	Sidon = huntingancient Phoenician city, on Mediterranean coast north of Tyre Another name of tsi.don (צִידוֹן SidonH6721H)
H6721I	צִידוֹן	Sidon	صَيْدُون	Sidon = huntingancient Phoenician city, on Mediterranean coast north of Tyre Another name of tsi.don (צִידוֹן SidonH6721H)
H6722 	צִידֹנִי	Sidonian	الصِّيْدُونِيِّين	Group of tsi.don (צִידוֹן SidonH6721H) § Sidonians an inhabitant of Sidon
H6726 	צִיּוֹן	Zion	صِهْيَوْن	صهيون = المكان الجافاسم آخر لأورشليم خاصة في الكتب النبوية، اسم آخر لـ ye.ru.sha.laim ( yon.ru.sha.laim) ( YOروحنا القدسH3389)
H6727G	צִיחָא	Ziha	صِيحَا	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١١:​٢١ § زيها = العطشان1) سلف عائلة من عبيد الهيكل الذين عادوا من المنفى في بابل مع زربابل   (٢) رئيس عبيد الهيكل في أوفل في زمن نحميا
H6727H	צִיחָא	Ziha	صِيحَا	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ١١:​٢١ § زيها = العطشان1) سلف عائلة من عبيد الهيكل الذين عادوا من المنفى في بابل مع زربابل   (٢) رئيس عبيد الهيكل في أوفل في زمن نحميا
H6730 	צִיעֹר	Zior	صِيعُور	§ زيور = صغربلدة في جبال يهوذا تابعة لنفس جماعة حبرون
H6732 	צִיץ	Ziz	صِيص	§ زيز = زهرةممر يمتد من شواطئ البحر الميت إلى برية يهوذا بالقرب من تقوع
H6741 	צִלָּה	Zillah	صِلَّة	امرأة تعيش في زمن ما قبل الطوفان، مذكورة لأول مرة في تك ٤:​١٩؛ متزوج من لامك (H3929)؛ والدة: توبال قايين (H8423) ونعمة (H5279) § زلة = ظلالزوجة الثانية لامك وأم توبال قايين، معلمة كل حرفي في البرونز والحديد
H6753 	הַצְּלֶלְפּוֹנִי	Hazzelelponi	هَصَّلَلْفُونِي	امرأة من سبط يهوذا تعيش في زمن مصر والبرية، مذكورة فقط في ١أخ ٤:​٣؛ ابنة: حور (H٢٣٥٤)؛ أخت: أوري (H0221)، شوبال (H7732G)، سلمى (H8007G)، حاريف (H2780)، يزرعيل (H3157ي)، إشما (H3457)، إدباش (H3031)، فنوئيل (H6439G) وعازر (H5829) § هزلبوني = مواجهة الظلأخت أبناء عيطم في أنساب يهوذا
H6756A	צַלְמוֹן	(Mount) Zalmon	صَلْمُون	رجل عاش في زمن المملكة المتحدة، ورد ذكره لأول مرة في ٢صم ٢٣:​٢٨؛ ويُدعى أيضًا إيلاي في ١أخ ١١:​٢٩؛ يُسمى أيضًا: آي.لاي ( ِعبْر إيلايH5866) § زلمون = شاديأخوهي، أحد محاربي داود الأقوياء
H6756B	צַלְמוֹן	Zalmon	صَلْمُون	رجل عاش في زمن المملكة المتحدة، ورد ذكره لأول مرة في ٢صم ٢٣:​٢٨؛ ويُدعى أيضًا إيلاي في ١أخ ١١:​٢٩؛ يُسمى أيضًا: آي.لاي ( ِعبْر إيلايH5866) § زلمون = شاديأخوهي، أحد محاربي داود الأقوياء
H6758 	צַלְמֹנָה	Zalmonah	 صَلْمُونَة	§ زلمونة = ظليلةمحطة إسرائيل أثناء تجوالهم في البرية الواقعة في الجانب الشرقي من أدوم
H6759 	צַלְמֻנָּע	Zalmunna	صَلْمُنَّاع	رجل عاش قبل ملكية إسرائيل، تم ذكره لأول مرة في قض ٨:​٥ § زلمونا = محروم من الحمايةملك مدياني قُتل على يد جدعون
H6762 	צֵלַע	Zela	 صَيْلَع	§ زيلح = ضلعمدينة في بنيامين تحتوي على مكان دفن عائلة شاول
H6764 	צָלָף	Zalaph	صَالاَف	رجل عاش في زمن المنفى والعودة، مذكور فقط في نح ٣:​٣٠؛ والد: حانون (H2586I) § زلاف = الجرحوالد حانون الذي ساعد في إعادة بناء سور مدينة القدس بعد العودة من المنفى
H6765 	צְלׇפְחָד	Zelophehad	صَلُفْحَاد	رجل من سبط منسى يعيش في زمن مصر والبرية، ورد ذكره لأول مرة في عد ٢٦:​٣٣؛ ابن: حافر (H2660A)؛ والد: محلة (H4244)، نوح (H5270)، حجلة (H2295)، ملكة (H4435H) وترصة (H8656) § صلفحاد = بكرمنسى، ابن حافر وحفيد جلعاد؛ خرج من مصر مع موسى ومات في البرية ولم يترك سوى خمس بنات ورثة؛ تم تأكيد حقهم في الميراث بتوجيه إلهي
H6766 	צֶלְצַח	Zelzah	 صَلْصَح	§ زلزا = ظلمكان على حدود بنيامين، بالقرب من قبر راحيل، على بعد   (٥)أميال (8 كم) جنوب غرب القدس
H6768 	צֶ֫לֶק	Zelek	صَالِق	رجل من بني عمون عاش في زمن المملكة المتحدة، ذُكر لأول مرة في ٢صم ٢٣:​٣٧ § زيليك = شقعموني ومحارب لداود.
H6769G	צִלְּתַי	Zillethai	صِلَّتَاي	رجل عاش في زمن المملكة المنقسمة، مذكور فقط في ١أخ ١٢:​٢٠ § زلثاي = مظلم1) بنياميني من أبناء الشمي   (٢) منسي وقائد آلاف جاء إلى داود في صقلغ
H6769H	צִלְּתַי	Zillethai	صِلَّتَاي	رجل عاش في زمن المملكة المنقسمة، مذكور فقط في ١أخ ١٢:​٢٠ § زلثاي = مظلم1) بنياميني من أبناء الشمي   (٢) منسي وقائد آلاف جاء إلى داود في صقلغ
H6786 	צְמָרִי	Zemarite	الصَّمَارِيّ	شخص ما ينحدر من صمار (؟) الكنعانيين، المذكور لأول مرة في تك ١٠:​١٨؛ ينحدر من كنعان (H3667)؛ مع صيدا (H6721)، حث (H2845)، اليبوسي (H2983)، الأموريين (H0567)، الجرجاشي (H1622)، الحويتي (H2340)، الأركيت (H6208)، السينيت (H5513)، الأرفاديت (H0721)، والحماثيت (H2577). ) § الصماريون، من زمار صوف مزدوجإحدى القبائل الحامية تنحدر من كنعان ويسكنون مدينة كنعانية غير معروفة
H6787 	צְמָרַיִם	(Mount) Zemaraim	صَمَارَايِم	§ صمرايم = جزة صوف مزدوجةتلة في أفرايم
H6790 	צִן	Zin	صِين	§ زين = اسم مسطحيطلق على جزء من المنطقة الصحراوية الواقعة بين البحر الميت وعربة في الشرق والتي تقع فيها قادش برنيع
H6799 	צְנָן	Zenan	صَنَان	§ زنان = أشارإلى مدينة في منخفض يهوذا
H6811 	צָעִיר	Zair	 صَعِير	زعير = صغيرةمدينة في أدوم، اسم آخر لـ tso.ar ( إسرائيل زورH6820)
H6814 	צֹ֫עַן	Zoan	صُوعَن	§ صوعن = مكان المغادرةمدينة قديمة في مصر السفلى أطلق عليها اليونانيون تانيس؛ تقع على الضفة الشرقية لفرع النيل الطانيت؛ عاصمة سلالة الراعي، بنيت بعد   (٧)سنوات من الخليل وكانت موجودة قبل إبراهيم ومسكن الفرعون وقت الخروج سانالحديثة
H6820 	צֹ֫עַר	Zoar	 صُوغَر	§ صوغر = التافهةمدينة تقع في الطرف الجنوبي الشرقي من البحر الميت مع سدوم وعمورة باعتبارها واحدة من المدن الخمس المقرر أن يدمرها الله؛ نجا من نداء لوط باعتباره ملجأ له
H6828G	צָפוֹן	north	 الشِّمَال	This name means north Also named: tsa.phon (צָפוֹן ZaphonH6829)
H6828H	צָפוֹן	Zaphon	 الشِّمَال	This name means north Also named: tsa.phon (צָפוֹן ZaphonH6829)
H6829 	צָפוֹן	Zaphon	صَافُون	Zaphon = northa city in Gad east of the Sea of Galilee on the east bank of the Jordan Another name of tsa.phon (צָפוֹן ZaphonH6828H)
H6831 	צְפוֹנִי	Zephonite	الصِّفُونِيِّين	شخص من نسل صفون، وهو رجل من سبط جاد عاش في زمن مصر والبرية، وقد ورد ذكره لأول مرة في تك ٤٦:​١٦؛ ابن: جاد (هـ   (١٤-١​​٠)؛ أخو: حجي (H2291)، شوني (H7764)، إزبون (H0675)، إيري (H6179)، أرود (H0720) وأريلي (H0692)؛ ويُدعى أيضًا صفون في عد ٢٦:​١٥؛ Group of tsiph.yon (צִפְיוֹן ZiphionH6837) § Zephonites, of Zephon treasuredescendants of Zephon, the son of Gad
